! Auto-generated by Reform.

MD5	5d54e326815b0ed3aff8efb8ff02ef2f
Routine 0x1467c	routine83580:?
Routine 0x148f4	routine84212:?
! References: obj60_dead_mouse.prop7, obj154.prop7, obj196.prop7
Routine 0x14924	routine84260:?
Routine 0x14928	routine84264:?
! References: obj93_clown_mask.prop9
Routine 0x1496a	routine84330:?
! References: obj208_gorilla_suit.prop9
Routine 0x149b4	routine84404:?
! References: obj173_midget_car.prop9
Routine 0x14a84	routine84612:?
! References: obj118_ignition_switch.prop9
Routine 0x14b5e	routine84830:?
Routine 0x14bf8	routine84984:?
! References: obj66_figure_of_President_Taft.prop18
Routine 0x14c26	routine85030:?
! References: obj66_figure_of_President_Taft.prop9
Routine 0x14c48	routine85064:?
Routine 0x14d0e	routine85262:?
Routine 0x14d68	routine85352:?
Routine 0x14fdc	routine85980:?
! References: obj146_Mr__Munrab.prop9
Routine 0x15274	routine86644:?
! References: obj146_Mr__Munrab.prop18
Routine 0x153ac	routine86956:?
Routine 0x15434	routine87092:?
! References: obj151_group.prop9
Routine 0x15464	routine87140:?
! References: obj153_detective.prop9
Routine 0x154a2	routine87202:?
Routine 0x159b6	routine88502:?
! References: obj153_detective.prop18
Routine 0x15a2e	routine88622:?
! References: obj155_rumpled_trenchcoat.prop9
Routine 0x15a86	routine88710:?
! References: obj184_trade_card.prop9
Routine 0x15b50	routine88912:?
Routine 0x15be4	routine89060:?
! References: obj158_ransom_note.prop9
Routine 0x15c16	routine89110:?
! References: obj94_Camp__West.prop9
Routine 0x15cd8	routine89304:?
Routine 0x15d6e	routine89454:?
Routine 0x15dae	routine89518:?
! References: obj210_canvas_wall.prop9
Routine 0x15df4	routine89588:?
! References: obj52_tent.prop7, obj210_canvas_wall.prop7
Routine 0x15ee8	routine89832:?
Routine 0x15eec	routine89836:?
! References: obj201_Camp__East.prop9
Routine 0x15f08	routine89864:?
! References: obj218_Gottfried_Wilhelm_von_Katzenjammer.prop9
Routine 0x15f9e	routine90014:?
! References: obj226_Inside_Trailer.prop9
Routine 0x15fcc	routine90060:?
Routine 0x160cc	routine90316:?
! References: obj99_moose_head.prop9
Routine 0x160e2	routine90338:?
! References: obj123_crawl_space.prop9
Routine 0x16180	routine90496:?
! References: obj19_window.prop9
Routine 0x162be	routine90814:?
! References: obj82_curtain.prop9
Routine 0x1632a	routine90922:?
! References: obj171_trailer.prop9
Routine 0x163b0	routine91056:?
! References: obj143_sign.prop9
Routine 0x164c6	routine91334:?
! References: obj239_trailer_door.prop9
Routine 0x1651e	routine91422:?
Routine 0x166fe	routine91902:?
Routine 0x16b50	routine93008:?
Routine 0x16ce0	routine93408:?
! References: obj84_Chelsea.prop9
Routine 0x16df4	routine93684:?
Routine 0x17032	routine94258:?
! References: obj126_whimper.prop9
Routine 0x17336	routine95030:?
! References: obj213_compartment.prop9
Routine 0x17350	routine95056:?
Routine 0x17366	routine95078:?
! References: obj219_Comrade_Thumb.prop9
Routine 0x173de	routine95198:?
! References: obj219_Comrade_Thumb.prop18
Routine 0x17806	routine96262:?
Routine 0x1789a	routine96410:?
! References: obj115_uniform.prop9
Routine 0x178d2	routine96466:?
Routine 0x178e4	routine96484:?
! References: obj180_flower.prop9
Routine 0x1790c	routine96524:?
Routine 0x17992	routine96658:?
Routine 0x17b02	routine97026:?
! References: obj113_Chuckles.prop18
Routine 0x17b42	routine97090:?
! References: obj113_Chuckles.prop9
Routine 0x17c5e	routine97374:?
Routine 0x17fb8	routine98232:?
Routine 0x17fea	routine98282:?
Routine 0x1806a	routine98410:?
Routine 0x180e8	routine98536:?
Routine 0x18138	routine98616:?
Routine 0x18182	routine98690:?
! References: obj157_Clown_Alley.prop9
Routine 0x181fe	routine98814:?
Routine 0x18354	routine99156:?
! References: obj157_Clown_Alley.out_to, obj157_Clown_Alley.n_to
Routine 0x1838e	routine99214:?
! References: obj166_trailer.prop9
Routine 0x18406	routine99334:?
Routine 0x18492	routine99474:?
Routine 0x18620	routine99872:?
! References: obj214_ash_tray.prop9
Routine 0x18726	routine100134:?
! References: obj199_heap_of_black_ash.prop9
Routine 0x18746	routine100166:?
! References: obj27_scrap_of_newsprint.prop9
Routine 0x1881a	routine100378:?
! References: obj119_costume.prop9
Routine 0x188c2	routine100546:?
! References: obj128_mirror.prop9
Routine 0x188d6	routine100566:?
! References: obj109_lower_bunk.prop9, obj185_upper_bunk.prop9
Routine 0x18900	routine100608:?
! References: obj44_trailer_door.prop9
Routine 0x1898c	routine100748:?
! References: obj87_Midway_Entrance.prop9
Routine 0x18b68	routine101224:?
Routine 0x18bd8	routine101336:?
Routine 0x18c46	routine101446:?
! References: obj175_Menagerie.prop9
Routine 0x18c72	routine101490:?
Routine 0x18d3a	routine101690:?
! References: obj13_Inside_Mahler_s_Cage.e_to, obj175_Menagerie.w_to
Routine 0x18d66	routine101734:?
! References: obj112_Elephant_Tent.w_to, obj175_Menagerie.e_to
Routine 0x18d8c	routine101772:?
! References: obj148_Near_White_Wagon.ne_to, obj175_Menagerie.southw_to
Routine 0x18df8	routine101880:?
! References: obj9_Mahler.prop9
Routine 0x18e3a	routine101946:?
Routine 0x19346	routine103238:?
Routine 0x1956c	routine103788:?
Routine 0x19576	routine103798:?
! References: obj13_Inside_Mahler_s_Cage.prop9
Routine 0x19580	routine103808:?
! References: obj136_compartment.prop9
Routine 0x196ca	routine104138:?
! References: obj233_trap_door.prop9
Routine 0x197c0	routine104384:?
! References: obj85_ribbon.prop9
Routine 0x198c0	routine104640:?
! References: obj12_cage.prop9
Routine 0x19910	routine104720:?
Routine 0x19cc8	routine105672:?
! References: obj30_Top_of_Cage.prop9
Routine 0x19cdc	routine105692:?
! References: obj30_Top_of_Cage.d_to, obj121_Menagerie_Nook.u_to
Routine 0x19d3e	routine105790:?
! References: obj112_Elephant_Tent.prop9
Routine 0x19dc8	routine105928:?
! References: obj178_Wardrobe_Closet.prop9
Routine 0x19e24	routine106020:?
! References: obj106_dress_suit_combination.prop9
Routine 0x19f04	routine106244:?
! References: obj222_veil.prop9
Routine 0x19fe4	routine106468:?
Routine 0x1a006	routine106502:?
! References: obj104_shawl_jacket_combo.prop9
Routine 0x1a020	routine106528:?
! References: obj53_On_the_Tent.prop9
Routine 0x1a030	routine106544:?
! References: obj53_On_the_Tent.d_to
Routine 0x1a104	routine106756:?
Routine 0x1a12e	routine106798:?
Routine 0x1a2ca	routine107210:?
! References: obj97_elephant_prod.prop9
Routine 0x1a2f4	routine107252:?
! References: obj47_burn_hole.prop9
Routine 0x1a48e	routine107662:?
Routine 0x1a4f0	routine107760:?
! References: obj52_tent.prop9
Routine 0x1a52a	routine107818:?
! References: obj141_elephant.prop9
Routine 0x1a606	routine108038:?
Routine 0x1aa76	routine109174:?
Routine 0x1abac	routine109484:?
Routine 0x1abb8	routine109496:?
! References: obj64_massive_chain.prop9
Routine 0x1ad1a	routine109850:?
! References: obj121_Menagerie_Nook.prop9
Routine 0x1ad64	routine109924:?
! References: obj121_Menagerie_Nook.in_to
Routine 0x1ae50	routine110160:?
! References: obj121_Menagerie_Nook.e_to
Routine 0x1ae64	routine110180:?
! References: obj229_path.prop9
Routine 0x1ae86	routine110214:?
! References: obj191_straw.prop9
Routine 0x1aece	routine110286:?
! References: obj89_sawdust.prop9
Routine 0x1af1a	routine110362:?
! References: obj192_Inside_Cage.prop9
Routine 0x1af32	routine110386:?
! References: obj14_skeleton_key.prop9
Routine 0x1af9a	routine110490:?
Routine 0x1afbc	routine110524:?
Routine 0x1b048	routine110664:?
! References: obj98_roustabout.prop9
Routine 0x1b0ba	routine110778:?
! References: obj98_roustabout.prop18
Routine 0x1b248	routine111176:?
! References: obj190_roustabout.prop9
Routine 0x1b262	routine111202:?
! References: obj161_Sgt__Duffy.prop9
Routine 0x1b2a8	routine111272:?
! References: obj36_pair_of_headphones.prop9
Routine 0x1b2c2	routine111298:?
Routine 0x1b5fc	routine112124:?
Routine 0x1b656	routine112214:?
Routine 0x1b81c	routine112668:?
Routine 0x1b82e	routine112686:?
Routine 0x1b8d0	routine112848:?
Routine 0x1b91e	routine112926:?
! References: obj55_music.prop9
Routine 0x1b952	routine112978:?
Routine 0x1b9de	routine113118:?
! References: obj15_Hypnotist_s_Parlor.prop9
Routine 0x1ba0a	routine113162:?
Routine 0x1bb7e	routine113534:?
! References: obj122_your_ticket.prop9
Routine 0x1bbae	routine113582:?
! References: obj71_blue_dot.prop9, obj231_pink_dot.prop9
Routine 0x1bbfe	routine113662:?
Routine 0x1bca8	routine113832:?
! References: obj2_Rimshaw_the_Incomparable.prop9
Routine 0x1bcb8	routine113848:?
! References: obj2_Rimshaw_the_Incomparable.prop18
Routine 0x1c27e	routine115326:?
Routine 0x1c2be	routine115390:?
Routine 0x1c322	routine115490:?
Routine 0x1c378	routine115576:?
Routine 0x1c38e	routine115598:?
Routine 0x1c416	routine115734:?
! References: obj20_leather_sofa.prop9
Routine 0x1c508	routine115976:?
! References: obj138_tuxedo.prop9
Routine 0x1c564	routine116068:?
! References: obj107_future.prop9
Routine 0x1c572	routine116082:?
! References: obj105_Midway_of_Midway.prop9
Routine 0x1c590	routine116112:?
! References: obj223_sideshow_front.prop9
Routine 0x1c5ea	routine116202:?
Routine 0x1c788	routine116616:?
! References: obj212_secret_panel.prop9
Routine 0x1c7ba	routine116666:?
! References: obj164_cage_door.prop7, obj212_secret_panel.prop7
Routine 0x1c86a	routine116842:?
Routine 0x1c872	routine116850:?
! References: obj91_East_Half_of_Fat_Lady.prop9, obj150_West_Half_of_Fat_Lady.prop9
Routine 0x1c8b8	routine116920:?
! References: obj91_East_Half_of_Fat_Lady.northw_to, obj91_East_Half_of_Fat_Lady.southw_to, obj150_West_Half_of_Fat_Lady.out_to, obj150_West_Half_of_Fat_Lady.s_to, obj150_West_Half_of_Fat_Lady.se_to, obj150_West_Half_of_Fat_Lady.ne_to
Routine 0x1c98e	routine117134:?
Routine 0x1ca26	routine117286:?
! References: obj205_fat_lady.prop9
Routine 0x1ca42	routine117314:?
! References: obj140_fat_lady_s_hand.prop9
Routine 0x1cd24	routine118052:?
Routine 0x1cec6	routine118470:?
! References: obj48_transistor_radio.prop9
Routine 0x1cf40	routine118592:?
Routine 0x1d09e	routine118942:?
! References: obj197_WPDL.prop9
Routine 0x1d1f8	routine119288:?
! References: obj18_radio_dial.prop9
Routine 0x1d236	routine119350:?
Routine 0x1d360	routine119648:?
! References: obj177_spiral_staircase.prop9
Routine 0x1d3a6	routine119718:?
! References: obj108_Jennifer_s_Boudoir.u_to, obj178_Wardrobe_Closet.u_to
Routine 0x1d3b4	routine119732:?
! References: obj108_Jennifer_s_Boudoir.prop9
Routine 0x1d4a4	routine119972:?
! References: obj7_Andrew_Jenny.prop9
Routine 0x1d4f4	routine120052:?
! References: obj7_Andrew_Jenny.prop18
Routine 0x1d59e	routine120222:?
! References: obj200_Andrew.prop9
Routine 0x1d5da	routine120282:?
! References: obj114_Andrew_s_outfit.prop9
Routine 0x1d738	routine120632:?
! References: obj5_Jenny.prop7, obj7_Andrew_Jenny.prop7
Routine 0x1d7bc	routine120764:?
! References: obj5_Jenny.prop9
Routine 0x1d7c0	routine120768:?
! References: obj228_Jenny_s_apparel.prop9
Routine 0x1d8ba	routine121018:?
Routine 0x1d916	routine121110:?
Routine 0x1d92e	routine121134:?
! References: obj216_cigarette_case.prop9
Routine 0x1db3e	routine121662:?
! References: obj194_Far_End_of_Midway.prop9
Routine 0x1dbfe	routine121854:?
Routine 0x1dc5a	routine121946:?
! References: obj224_Billy_Monday.prop9
Routine 0x1dd0e	routine122126:?
! References: obj224_Billy_Monday.prop18
Routine 0x1df1e	routine122654:?
Routine 0x1df84	routine122756:?
! References: obj88_cloud_of_smoke.prop9
Routine 0x1df9e	routine122782:?
! References: obj232_Blue_Room.prop9
Routine 0x1dfae	routine122798:?
Routine 0x1e268	routine123496:?
Routine 0x1e2b4	routine123572:?
Routine 0x1e300	routine123648:?
Routine 0x1e310	routine123664:?
! References: obj116_dealer.prop9
Routine 0x1e59a	routine124314:?
Routine 0x1e66c	routine124524:?
! References: obj95_blackjack_table.prop9
Routine 0x1e6b6	routine124598:?
! References: obj8_deck_of_cards.prop7, obj25_poker_game.prop7
Routine 0x1e734	routine124724:?
! References: obj8_deck_of_cards.prop9
Routine 0x1e738	routine124728:?
! References: obj25_poker_game.prop9
Routine 0x1e784	routine124804:?
! References: obj227_keister.prop9
Routine 0x1e81e	routine124958:?
! References: obj75_jumble_of_trinkets.prop9
Routine 0x1e88e	routine125070:?
! References: obj46_Dr__Nostrum_s_Prehydrogenated_Genuine_Preparation_of_Naturally_Nitrated_Compound_Herbified_Extract.prop9
Routine 0x1e8a2	routine125090:?
! References: obj221_dirty_rag.prop9
Routine 0x1e9ce	routine125390:?
Routine 0x1e9da	routine125402:?
