! Auto-generated by Reform.

MD5	808039c4e9554bdd15d7793539b3bd97
! References: obj114_Stockroom.prop15
Routine 0x18a44	routine100932:?
Routine 0x18a60	routine100960:?
! References: obj114_Stockroom.prop5
Routine 0x18aa8	routine101032:?
Routine 0x18adc	routine101084:?
! References: obj115_Attic.prop16
Routine 0x18b74	routine101236:?
Routine 0x18b90	routine101264:?
! References: obj115_Attic.prop5
Routine 0x18bd0	routine101328:?
Routine 0x18c00	routine101376:?
Routine 0x18c58	routine101464:?
Routine 0x18cf8	routine101624:?
Routine 0x18d80	routine101760:?
Routine 0x18da0	routine101792:?
Routine 0x18e0c	routine101900:?
Routine 0x18ef4	routine102132:?
Routine 0x18f18	routine102168:?
Routine 0x18f3c	routine102204:?
Routine 0x18f80	routine102272:?
Routine 0x18fa0	routine102304:?
! References: obj130_Governor_s_House__Waiting_Room.prop5
Routine 0x19030	routine102448:?
Routine 0x19060	routine102496:?
Routine 0x190a4	routine102564:?
Routine 0x19160	routine102752:?
Routine 0x19190	routine102800:?
Routine 0x1921c	routine102940:?
Routine 0x194bc	routine103612:?
Routine 0x195c0	routine103872:?
Routine 0x19640	routine104000:?
Routine 0x19668	routine104040:?
! References: obj142_door.prop10
Routine 0x19690	routine104080:?
Routine 0x1969c	routine104092:?
Routine 0x196a8	routine104104:?
Routine 0x19724	routine104228:?
Routine 0x19784	routine104324:?
Routine 0x19aa4	routine105124:?
Routine 0x19b3c	routine105276:?
Routine 0x19b88	routine105352:?
Routine 0x19bf0	routine105456:?
! References: obj145_receptionist.prop11
Routine 0x19c9c	routine105628:?
Routine 0x19db8	routine105912:?
Routine 0x19f20	routine106272:?
! References: obj146_governor.prop13
Routine 0x1a1d0	routine106960:?
Routine 0x1a210	routine107024:?
Routine 0x1a280	routine107136:?
Routine 0x1a2a4	routine107172:?
! References: obj154_create_waxy_build_up_on_wood.prop34
Routine 0x1a300	routine107264:?
! References: obj156_triplicate_object.prop34
Routine 0x1a344	routine107332:?
Routine 0x1a584	routine107908:?
Routine 0x1a5a4	routine107940:?
Routine 0x1a5e4	routine108004:?
! References: obj163_huge_entrance_gate.prop10
Routine 0x1a710	routine108304:?
Routine 0x1a720	routine108320:?
Routine 0x1a730	routine108336:?
Routine 0x1a7a4	routine108452:?
Routine 0x1a7f8	routine108536:?
Routine 0x1aa08	routine109064:?
Routine 0x1aa30	routine109104:?
Routine 0x1ac98	routine109720:?
Routine 0x1accc	routine109772:?
Routine 0x1ad28	routine109864:?
Routine 0x1ad80	routine109952:?
! References: obj177_On_Giant_White_Cube.prop10
Routine 0x1b13c	routine110908:?
Routine 0x1b158	routine110936:?
! References: obj178_On_Giant_White_Cube.prop9
Routine 0x1b174	routine110964:?
! References: obj178_On_Giant_White_Cube.prop10
Routine 0x1b190	routine110992:?
Routine 0x1b1ac	routine111020:?
! References: obj179_On_Giant_White_Cube.prop9
Routine 0x1b1c8	routine111048:?
Routine 0x1b1e4	routine111076:?
! References: obj180_On_Giant_White_Cube.prop10
Routine 0x1b200	routine111104:?
Routine 0x1b21c	routine111132:?
Routine 0x1b238	routine111160:?
! References: obj181_On_Giant_White_Cube.prop9
Routine 0x1b254	routine111188:?
! References: obj181_On_Giant_White_Cube.prop10
Routine 0x1b270	routine111216:?
Routine 0x1b28c	routine111244:?
Routine 0x1b2a8	routine111272:?
! References: obj182_On_Giant_White_Cube.prop9
Routine 0x1b2c4	routine111300:?
Routine 0x1b2e0	routine111328:?
Routine 0x1b2fc	routine111356:?
! References: obj183_On_Giant_White_Cube.prop10
Routine 0x1b318	routine111384:?
Routine 0x1b334	routine111412:?
! References: obj184_On_Giant_White_Cube.prop10
Routine 0x1b350	routine111440:?
Routine 0x1b36c	routine111468:?
! References: obj184_On_Giant_White_Cube.prop9
Routine 0x1b388	routine111496:?
! References: obj185_On_Giant_White_Cube.prop9
Routine 0x1b3a4	routine111524:?
Routine 0x1b3c0	routine111552:?
! References: obj234_On_Giant_White_Cube.prop10
Routine 0x1b3dc	routine111580:?
Routine 0x1b3f8	routine111608:?
! References: obj235_On_Giant_White_Cube.prop9
Routine 0x1b414	routine111636:?
! References: obj235_On_Giant_White_Cube.prop10
Routine 0x1b430	routine111664:?
Routine 0x1b44c	routine111692:?
! References: obj236_On_Giant_White_Cube.prop9
Routine 0x1b468	routine111720:?
Routine 0x1b484	routine111748:?
! References: obj237_On_Giant_White_Cube.prop10
Routine 0x1b4a0	routine111776:?
Routine 0x1b4bc	routine111804:?
Routine 0x1b4d8	routine111832:?
! References: obj238_On_Giant_White_Cube.prop9
Routine 0x1b4f4	routine111860:?
! References: obj238_On_Giant_White_Cube.prop10
Routine 0x1b510	routine111888:?
Routine 0x1b52c	routine111916:?
Routine 0x1b548	routine111944:?
! References: obj239_On_Giant_White_Cube.prop9
Routine 0x1b564	routine111972:?
Routine 0x1b580	routine112000:?
Routine 0x1b59c	routine112028:?
! References: obj240_On_Giant_White_Cube.prop10
Routine 0x1b5b8	routine112056:?
Routine 0x1b5d4	routine112084:?
! References: obj241_On_Giant_White_Cube.prop10
Routine 0x1b5f0	routine112112:?
Routine 0x1b60c	routine112140:?
! References: obj241_On_Giant_White_Cube.prop9
Routine 0x1b628	routine112168:?
! References: obj242_On_Giant_White_Cube.prop9
Routine 0x1b644	routine112196:?
Routine 0x1b660	routine112224:?
! References: obj291_On_Giant_White_Cube.prop10
Routine 0x1b67c	routine112252:?
Routine 0x1b694	routine112276:?
! References: obj292_On_Giant_White_Cube.prop9
Routine 0x1b6ac	routine112300:?
! References: obj292_On_Giant_White_Cube.prop10
Routine 0x1b6c4	routine112324:?
Routine 0x1b6dc	routine112348:?
! References: obj293_On_Giant_White_Cube.prop9
Routine 0x1b6f4	routine112372:?
Routine 0x1b70c	routine112396:?
! References: obj294_On_Giant_White_Cube.prop10
Routine 0x1b724	routine112420:?
Routine 0x1b73c	routine112444:?
Routine 0x1b754	routine112468:?
! References: obj295_On_Giant_White_Cube.prop9
Routine 0x1b76c	routine112492:?
! References: obj295_On_Giant_White_Cube.prop10
Routine 0x1b784	routine112516:?
Routine 0x1b79c	routine112540:?
Routine 0x1b7b4	routine112564:?
! References: obj296_On_Giant_White_Cube.prop9
Routine 0x1b7cc	routine112588:?
Routine 0x1b7e4	routine112612:?
Routine 0x1b7fc	routine112636:?
! References: obj297_On_Giant_White_Cube.prop10
Routine 0x1b814	routine112660:?
Routine 0x1b82c	routine112684:?
! References: obj298_On_Giant_White_Cube.prop10
Routine 0x1b844	routine112708:?
Routine 0x1b85c	routine112732:?
! References: obj298_On_Giant_White_Cube.prop9
Routine 0x1b874	routine112756:?
! References: obj299_On_Giant_White_Cube.prop9
Routine 0x1b88c	routine112780:?
Routine 0x1b8a4	routine112804:?
Routine 0x1b8bc	routine112828:?
! References: obj348_large_round_hole.prop5
Routine 0x1b9bc	routine113084:?
Routine 0x1ba10	routine113168:?
Routine 0x1bb78	routine113528:?
Routine 0x1bbf8	routine113656:?
! References: obj351_On_wood_beam.prop10
Routine 0x1bc80	routine113792:?
! References: obj351_On_wood_beam.prop9
Routine 0x1bc88	routine113800:?
Routine 0x1bc90	routine113808:?
Routine 0x1bcf4	routine113908:?
Routine 0x1bcfc	routine113916:?
Routine 0x1bd04	routine113924:?
! References: obj353_On_wood_beam.prop10
Routine 0x1bd68	routine114024:?
! References: obj353_On_wood_beam.prop9
Routine 0x1bd70	routine114032:?
Routine 0x1bd78	routine114040:?
Routine 0x1bddc	routine114140:?
Routine 0x1bde4	routine114148:?
Routine 0x1bdec	routine114156:?
Routine 0x1be50	routine114256:?
! References: obj355_On_wood_beam.prop10
Routine 0x1bf00	routine114432:?
! References: obj355_On_wood_beam.prop9
Routine 0x1bf08	routine114440:?
Routine 0x1bf10	routine114448:?
Routine 0x1bf74	routine114548:?
Routine 0x1c024	routine114724:?
Routine 0x1c02c	routine114732:?
Routine 0x1c034	routine114740:?
Routine 0x1c098	routine114840:?
Routine 0x1c0e4	routine114916:?
Routine 0x1c110	routine114960:?
Routine 0x1c19c	routine115100:?
Routine 0x1c1bc	routine115132:?
Routine 0x1c200	routine115200:?
Routine 0x1c268	routine115304:?
Routine 0x1c314	routine115476:?
Routine 0x1c320	routine115488:?
Routine 0x1c374	routine115572:?
Routine 0x1c3c8	routine115656:?
Routine 0x1c430	routine115760:?
! References: obj368_Tough_looking_Palace_guard.prop11
Routine 0x1c480	routine115840:?
Routine 0x1c4c0	routine115904:?
Routine 0x1c918	routine117016:?
Routine 0x1cc18	routine117784:?
! References: obj369_magistrate.prop11
Routine 0x1ce1c	routine118300:?
Routine 0x1ce34	routine118324:?
Routine 0x1cf34	routine118580:?
Routine 0x1d06c	routine118892:?
Routine 0x1d0bc	routine118972:?
Routine 0x1d110	routine119056:?
! References: obj372_detect_forgery.prop34
Routine 0x1d5d0	routine120272:?
Routine 0x1d674	routine120436:?
Routine 0x1d690	routine120464:?
! References: obj375_strange_door.prop10
Routine 0x1d6e4	routine120548:?
Routine 0x1d6fc	routine120572:?
! References: obj375_strange_door.prop24
Routine 0x1d714	routine120596:?
! References: obj375_strange_door.prop21
Routine 0x1d72c	routine120620:?
Routine 0x1d7b4	routine120756:?
Routine 0x1d91c	routine121116:?
Routine 0x1db08	routine121608:?
Routine 0x1db30	routine121648:?
Routine 0x1db58	routine121688:?
Routine 0x1dbd0	routine121808:?
Routine 0x1dca4	routine122020:?
Routine 0x1dcc4	routine122052:?
Routine 0x1dce8	routine122088:?
Routine 0x1dd2c	routine122156:?
Routine 0x1dd94	routine122260:?
! References: obj394_Jungle_Garden.prop9
Routine 0x1ddb8	routine122296:?
Routine 0x1ddd4	routine122324:?
Routine 0x1ddec	routine122348:?
Routine 0x1de14	routine122388:?
Routine 0x1de5c	routine122460:?
Routine 0x1de90	routine122512:?
Routine 0x1df9c	routine122780:?
Routine 0x1e050	routine122960:?
Routine 0x1e088	routine123016:?
Routine 0x1e144	routine123204:?
Routine 0x1e1a8	routine123304:?
Routine 0x1e2a4	routine123556:?
Routine 0x1e300	routine123648:?
Routine 0x1e4d8	routine124120:?
Routine 0x1e530	routine124208:?
Routine 0x1e580	routine124288:?
Routine 0x1ea20	routine125472:?
Routine 0x1ea9c	routine125596:?
Routine 0x1eb00	routine125696:?
Routine 0x1eb1c	routine125724:?
Routine 0x1ec20	routine125984:?
Routine 0x1edfc	routine126460:?
! References: obj416_In_Flathead_Stadium__lower_seats.prop16
Routine 0x1ee14	routine126484:?
Routine 0x1eecc	routine126668:?
Routine 0x1ef84	routine126852:?
Routine 0x1ef9c	routine126876:?
Routine 0x1f014	routine126996:?
Routine 0x1f02c	routine127020:?
Routine 0x1f048	routine127048:?
Routine 0x1f098	routine127128:?
Routine 0x1f160	routine127328:?
Routine 0x1f178	routine127352:?
Routine 0x1f348	routine127816:?
! References: obj420_Christmas_tree_monster.prop11
Routine 0x1f79c	routine128924:?
Routine 0x1f7c8	routine128968:?
Routine 0x1f830	routine129072:?
Routine 0x1f874	routine129140:?
Routine 0x1f914	routine129300:?
Routine 0x1fabc	routine129724:?
Routine 0x1fb5c	routine129884:?
Routine 0x1fc60	routine130144:?
Routine 0x1fd04	routine130308:?
Routine 0x1fd6c	routine130412:?
Routine 0x1ff30	routine130864:?
! References: obj425_tough_looking_coach.prop11
Routine 0x201d8	routine131544:?
Routine 0x20214	routine131604:?
Routine 0x20268	routine131688:?
Routine 0x2037c	routine131964:?
Routine 0x2044c	routine132172:?
Routine 0x20548	routine132424:?
Routine 0x20680	routine132736:?
Routine 0x207e8	routine133096:?
Routine 0x208a0	routine133280:?
Routine 0x209a8	routine133544:?
Routine 0x20b18	routine133912:?
Routine 0x20bf4	routine134132:?
Routine 0x20d4c	routine134476:?
Routine 0x20ebc	routine134844:?
Routine 0x20f0c	routine134924:?
Routine 0x21324	routine135972:?
Routine 0x21794	routine137108:?
Routine 0x217b8	routine137144:?
Routine 0x21808	routine137224:?
Routine 0x21d70	routine138608:?
Routine 0x21fa4	routine139172:?
Routine 0x22044	routine139332:?
Routine 0x22210	routine139792:?
Routine 0x22254	routine139860:?
Routine 0x22448	routine140360:?
Routine 0x224b0	routine140464:?
Routine 0x22518	routine140568:?
! References: obj434_Delbin.prop13
Routine 0x22540	routine140608:?
Routine 0x225ac	routine140716:?
Routine 0x22f00	routine143104:?
! References: obj436_make_boat_sea_worthy.prop34
Routine 0x23010	routine143376:?
! References: obj438_call_lightning_from_storm.prop34
Routine 0x23070	routine143472:?
! References: obj440_allow_creature_to_resist_gravity.prop34
Routine 0x230b8	routine143544:?
Routine 0x23178	routine143736:?
Routine 0x23190	routine143760:?
Routine 0x232a8	routine144040:?
Routine 0x232d0	routine144080:?
Routine 0x23334	routine144180:?
Routine 0x23390	routine144272:?
Routine 0x233e8	routine144360:?
Routine 0x23440	routine144448:?
Routine 0x23474	routine144500:?
Routine 0x23594	routine144788:?
! References: obj482_Oyster_Farm.prop10
Routine 0x235bc	routine144828:?
Routine 0x2368c	routine145036:?
Routine 0x236cc	routine145100:?
Routine 0x23748	routine145224:?
Routine 0x237e4	routine145380:?
Routine 0x238f0	routine145648:?
Routine 0x23928	routine145704:?
! References: obj485_Grassland_Beach.prop10
Routine 0x23a24	routine145956:?
! References: obj485_Grassland_Beach.prop9
Routine 0x23a50	routine146000:?
Routine 0x23a7c	routine146044:?
Routine 0x23aa8	routine146088:?
Routine 0x23ad4	routine146132:?
Routine 0x23af8	routine146168:?
Routine 0x23b88	routine146312:?
Routine 0x23c54	routine146516:?
! References: obj487_On_Fublio_Bay.prop11
Routine 0x23d40	routine146752:?
! References: obj487_On_Fublio_Bay.prop12
Routine 0x23d70	routine146800:?
Routine 0x23d8c	routine146828:?
Routine 0x23e1c	routine146972:?
Routine 0x23f3c	routine147260:?
Routine 0x23fec	routine147436:?
Routine 0x24044	routine147524:?
Routine 0x24144	routine147780:?
! References: obj489_On_Peninsula.prop12
Routine 0x24254	routine148052:?
Routine 0x24288	routine148104:?
Routine 0x243a0	routine148384:?
Routine 0x2455c	routine148828:?
Routine 0x2482c	routine149548:?
! References: obj492_Near_Submerged_Lighthouse.prop9
Routine 0x24940	routine149824:?
! References: obj492_Near_Submerged_Lighthouse.prop14
Routine 0x24968	routine149864:?
! References: obj493_Volcanic_Island.prop13
Routine 0x249ac	routine149932:?
Routine 0x249f0	routine150000:?
Routine 0x24a18	routine150040:?
Routine 0x24a3c	routine150076:?
Routine 0x24a60	routine150112:?
! References: obj496_Lighthouse__upper_level.prop10
Routine 0x24b94	routine150420:?
! References: obj496_Lighthouse__upper_level.prop16
Routine 0x24bc8	routine150472:?
Routine 0x24c2c	routine150572:?
Routine 0x24c50	routine150608:?
Routine 0x24de0	routine151008:?
Routine 0x24f44	routine151364:?
Routine 0x24f8c	routine151436:?
Routine 0x251a0	routine151968:?
Routine 0x25230	routine152112:?
Routine 0x252c8	routine152264:?
Routine 0x254c0	routine152768:?
Routine 0x25744	routine153412:?
Routine 0x25780	routine153472:?
! References: obj501_turn_iron_to_rust.prop34
Routine 0x2590c	routine153868:?
Routine 0x25930	routine153904:?
Routine 0x259dc	routine154076:?
Routine 0x25a1c	routine154140:?
Routine 0x25a9c	routine154268:?
Routine 0x25ad0	routine154320:?
Routine 0x25af8	routine154360:?
Routine 0x25b5c	routine154460:?
Routine 0x25b84	routine154500:?
Routine 0x25bc4	routine154564:?
Routine 0x25be8	routine154600:?
Routine 0x25fcc	routine155596:?
Routine 0x26064	routine155748:?
! References: obj531_Forest_Clearing.prop13
Routine 0x260fc	routine155900:?
! References: obj531_Forest_Clearing.prop11
Routine 0x2612c	routine155948:?
Routine 0x2615c	routine155996:?
Routine 0x261c0	routine156096:?
Routine 0x261e0	routine156128:?
Routine 0x26200	routine156160:?
Routine 0x262e0	routine156384:?
Routine 0x2641c	routine156700:?
Routine 0x26424	routine156708:?
Routine 0x264c0	routine156864:?
Routine 0x26508	routine156936:?
Routine 0x26550	routine157008:?
Routine 0x26598	routine157080:?
Routine 0x26628	routine157224:?
Routine 0x26640	routine157248:?
Routine 0x2665c	routine157276:?
Routine 0x26e80	routine159360:?
! References: obj571_Library.prop10
Routine 0x26f08	routine159496:?
! References: obj574_northern_door.prop5
Routine 0x270c4	routine159940:?
Routine 0x270dc	routine159964:?
! References: obj579_door.prop5
Routine 0x2714c	routine160076:?
Routine 0x2716c	routine160108:?
Routine 0x271a4	routine160164:?
Routine 0x274bc	routine160956:?
Routine 0x27500	routine161024:?
Routine 0x275a0	routine161184:?
Routine 0x27758	routine161624:?
Routine 0x27784	routine161668:?
Routine 0x277b4	routine161716:?
! References: obj593_lab_door.prop10
Routine 0x277e0	routine161760:?
Routine 0x277f0	routine161776:?
Routine 0x27804	routine161796:?
Routine 0x27850	routine161872:?
Routine 0x27910	routine162064:?
Routine 0x27938	routine162104:?
Routine 0x279dc	routine162268:?
Routine 0x27a84	routine162436:?
Routine 0x27b2c	routine162604:?
Routine 0x27de4	routine163300:?
! References: obj600_librarian.prop11
Routine 0x27f88	routine163720:?
Routine 0x2806c	routine163948:?
Routine 0x280b8	routine164024:?
Routine 0x28118	routine164120:?
Routine 0x28240	routine164416:?
Routine 0x28424	routine164900:?
Routine 0x284c8	routine165064:?
! References: obj604_fold_dough_83_times.prop34
Routine 0x2854c	routine165196:?
! References: obj606_heal_wounds.prop34
Routine 0x285b0	routine165296:?
Routine 0x28664	routine165476:?
! References: obj617_Swamp.prop10
Routine 0x286bc	routine165564:?
Routine 0x286d8	routine165592:?
Routine 0x2879c	routine165788:?
Routine 0x287f4	routine165876:?
Routine 0x28818	routine165912:?
! References: obj539_Sloping_Tunnel.prop1
Routine 0x28858	routine165976:?
Routine 0x28874	routine166004:?
Routine 0x28ad4	routine166612:?
Routine 0x28b9c	routine166812:?
Routine 0x28bc8	routine166856:?
! References: obj632_opening.prop21
Routine 0x28bf8	routine166904:?
Routine 0x28c64	routine167012:?
! References: obj130_Governor_s_House__Waiting_Room.prop1, obj358_Palace_Entrance_Hall.prop1
Routine 0x28cfc	routine167164:?
Routine 0x28d04	routine167172:?
Routine 0x28e30	routine167472:?
Routine 0x28e5c	routine167516:?
Routine 0x28e8c	routine167564:?
! References: obj641_pool.prop21
Routine 0x28f48	routine167752:?
Routine 0x28f94	routine167828:?
Routine 0x28fe4	routine167908:?
Routine 0x2927c	routine168572:?
! References: obj642_Collapsed_Chamber.prop9
Routine 0x2938c	routine168844:?
! References: obj643_Low_Chamber.prop10
Routine 0x293d8	routine168920:?
Routine 0x29424	routine168996:?
! References: obj646_In_Front_of_Swank_House.prop11
Routine 0x29514	routine169236:?
! References: obj646_In_Front_of_Swank_House.prop17
Routine 0x29544	routine169284:?
Routine 0x29574	routine169332:?
Routine 0x29600	routine169472:?
Routine 0x2980c	routine169996:?
Routine 0x29874	routine170100:?
Routine 0x29a4c	routine170572:?
Routine 0x29c24	routine171044:?
Routine 0x29cac	routine171180:?
! References: obj653_send_object_to_higher_plane.prop34
Routine 0x29d54	routine171348:?
! References: obj655_grow_plant.prop34
Routine 0x29eb8	routine171704:?
Routine 0x29ee0	routine171744:?
Routine 0x29f08	routine171784:?
Routine 0x29f98	routine171928:?
Routine 0x29fc0	routine171968:?
! References: obj123_royal_blue_cereal_box.prop1
Routine 0x29ff8	routine172024:?
Routine 0x2a0b0	routine172208:?
Routine 0x2a19c	routine172444:?
Routine 0x2a2f8	routine172792:?
! References: obj210_ebony_beam.prop1, obj211_ebony_beam.prop1, obj212_ebony_beam.prop1, obj213_ebony_beam.prop1, obj267_ebony_beam.prop1, obj268_ebony_beam.prop1
Routine 0x2a3e8	routine173032:?
Routine 0x2a470	routine173168:?
Routine 0x2a5c8	routine173512:?
Routine 0x2a63c	routine173628:?
! References: obj666_South_District.prop10
Routine 0x2a6b8	routine173752:?
! References: obj668_Front_of_House.prop10
Routine 0x2a78c	routine173964:?
Routine 0x2a848	routine174152:?
Routine 0x2a98c	routine174476:?
Routine 0x2aa4c	routine174668:?
Routine 0x2ac14	routine175124:?
Routine 0x2ac50	routine175184:?
Routine 0x2acc0	routine175296:?
! References: obj657_Gurth_City_Streets.prop1
Routine 0x2ad0c	routine175372:?
Routine 0x2ae1c	routine175644:?
! References: obj687_frightening_zombie.prop1
Routine 0x2aee0	routine175840:?
! References: obj19_cause_an_object_to_give_off_light.prop1
Routine 0x2af70	routine175984:?
Routine 0x2afd4	routine176084:?
Routine 0x2b03c	routine176188:?
Routine 0x2b0c4	routine176324:?
Routine 0x2b2a8	routine176808:?
Routine 0x2b5d0	routine177616:?
Routine 0x2b6f8	routine177912:?
